0.000000000,0.000000000
1267730903.000000000,372391197.000000000
1267730988.000000000,372391314.000000000
1267731063.000000000,372391427.000000000
1267731138.000000000,372391534.000000000
1267731241.000000000,372391636.000000000
1267731295.000000000,372391751.000000000
1267731365.000000000,372391872.000000000
1267731431.000000000,372391991.000000000
1267731478.000000000,372392107.000000000
1267731527.000000000,372392209.000000000
1267731583.000000000,372392313.000000000
1267731663.000000000,372392419.000000000
1267731738.000000000,372392514.000000000
1267731807.000000000,372392643.000000000
1267731879.000000000,372392745.000000000
1267731942.000000000,372392839.000000000
1267732013.000000000,372392933.000000000
1267732090.000000000,372393046.000000000
1267732155.000000000,372393147.000000000
1267732218.000000000,372393248.000000000
1267732288.000000000,372393346.000000000
1267732369.000000000,372393463.000000000
1267732433.000000000,372393556.000000000
1267732494.000000000,372393654.000000000
1267732555.000000000,372393756.000000000
1267732619.000000000,372393860.000000000
1267732686.000000000,372393960.000000000
1267732744.000000000,372394064.000000000
1267732804.000000000,372394167.000000000
1267732866.000000000,372394265.000000000
1267732932.000000000,372394359.000000000
1267732999.000000000,372394452.000000000
1267733072.000000000,372394574.000000000
1267733125.000000000,372394675.000000000
1267733179.000000000,372394776.000000000
1267733265.000000000,372394890.000000000
1267733349.000000000,372395002.000000000
1267733428.000000000,372395095.000000000
1267733490.000000000,372395197.000000000
1267733560.000000000,372395297.000000000
1267733627.000000000,372395397.000000000
1267733691.000000000,372395496.000000000
1267733758.000000000,372395593.000000000
1267733838.000000000,372395704.000000000
1267733909.000000000,372395813.000000000
1267733993.000000000,372395925.000000000
1267734065.000000000,372396028.000000000
1267734134.000000000,372396136.000000000
1267734209.000000000,372396242.000000000
1267734284.000000000,372396346.000000000
1267734351.000000000,372396457.000000000
1267734417.000000000,372396559.000000000
1267734482.000000000,372396661.000000000
1267734549.000000000,372396764.000000000
1267734620.000000000,372396886.000000000
1267734638.000000000,372397003.000000000
1267734628.000000000,372397125.000000000
1267734608.000000000,372397243.000000000
1267734568.000000000,372397361.000000000
1267734515.000000000,372397476.000000000
1267734459.000000000,372397581.000000000
1267734383.000000000,372397681.000000000
1267734304.000000000,372397773.000000000
1267734208.000000000,372397853.000000000
1267734086.000000000,372397943.000000000
1267733970.000000000,372398003.000000000
1267733821.000000000,372398068.000000000
1267733698.000000000,372398110.000000000
1267733552.000000000,372398172.000000000
1267733426.000000000,372398223.000000000
1267733303.000000000,372398276.000000000
1267733179.000000000,372398326.000000000
1267733034.000000000,372398391.000000000
1267732916.000000000,372398445.000000000
1267732792.000000000,372398493.000000000
1267732667.000000000,372398534.000000000
1267732543.000000000,372398581.000000000
1267732418.000000000,372398630.000000000
1267732271.000000000,372398691.000000000
1267732122.000000000,372398747.000000000
1267731973.000000000,372398811.000000000
1267731850.000000000,372398859.000000000
1267731707.000000000,372398915.000000000
1267731568.000000000,372398979.000000000
1267731425.000000000,372399043.000000000
1267731295.000000000,372399120.000000000
1267731165.000000000,372399198.000000000
1267731039.000000000,372399284.000000000
1267730918.000000000,372399374.000000000
1267730818.000000000,372399478.000000000
1267730739.000000000,372399572.000000000
1267730668.000000000,372399667.000000000
1267730611.000000000,372399784.000000000
1267730574.000000000,372399910.000000000
1267730557.000000000,372400039.000000000
1267730553.000000000,372400173.000000000
1267730571.000000000,372400303.000000000
1267730594.000000000,372400432.000000000
1267730633.000000000,372400534.000000000
1267730694.000000000,372400658.000000000
1267730731.000000000,372400762.000000000
1267730788.000000000,372400874.000000000
1267730850.000000000,372400985.000000000
1267730915.000000000,372401099.000000000
1267731000.000000000,372401211.000000000
1267731079.000000000,372401323.000000000
1267731158.000000000,372401439.000000000
1267731234.000000000,372401555.000000000
1267731289.000000000,372401657.000000000
1267731369.000000000,372401775.000000000
1267731432.000000000,372401873.000000000
1267731499.000000000,372401970.000000000
1267731564.000000000,372402068.000000000
1267731631.000000000,372402166.000000000
1267731693.000000000,372402263.000000000
1267731762.000000000,372402362.000000000
1267731835.000000000,372402469.000000000
1267731902.000000000,372402569.000000000
1267731964.000000000,372402665.000000000
1267732050.000000000,372402782.000000000
1267732147.000000000,372402885.000000000
1267732276.000000000,372402973.000000000
1267732393.000000000,372403028.000000000
1267732544.000000000,372403075.000000000
1267732704.000000000,372403098.000000000
1267732861.000000000,372403088.000000000
1267733017.000000000,372403059.000000000
1267733171.000000000,372403014.000000000
1267733325.000000000,372402957.000000000
1267733476.000000000,372402901.000000000
1267733610.000000000,372402852.000000000
1267733732.000000000,372402794.000000000
1267733863.000000000,372402749.000000000
1267734018.000000000,372402694.000000000
1267734145.000000000,372402652.000000000
1267734275.000000000,372402603.000000000
1267734397.000000000,372402542.000000000
1267734523.000000000,372402487.000000000
1267734650.000000000,372402427.000000000
1267734776.000000000,372402369.000000000
1267734904.000000000,372402313.000000000
1267735035.000000000,372402259.000000000
1267735158.000000000,372402203.000000000
1267735278.000000000,372402148.000000000
1267735399.000000000,372402096.000000000
1267735518.000000000,372402040.000000000
1267735642.000000000,372401986.000000000
1267735769.000000000,372401936.000000000
1267735895.000000000,372401885.000000000
1267736018.000000000,372401833.000000000
1267736145.000000000,372401782.000000000
1267736273.000000000,372401734.000000000
1267736394.000000000,372401682.000000000
1267736524.000000000,372401630.000000000
1267736643.000000000,372401570.000000000
1267736776.000000000,372401525.000000000
1267736904.000000000,372401477.000000000
1267737033.000000000,372401425.000000000
1267737158.000000000,372401371.000000000
1267737284.000000000,372401322.000000000
1267737424.000000000,372401262.000000000
1267737571.000000000,372401196.000000000
1267737696.000000000,372401136.000000000
1267737821.000000000,372401086.000000000
1267737946.000000000,372401033.000000000
1267738072.000000000,372400977.000000000
1267738190.000000000,372400923.000000000
1267738309.000000000,372400868.000000000
1267738431.000000000,372400824.000000000
1267738562.000000000,372400775.000000000
1267738691.000000000,372400726.000000000
1267738827.000000000,372400673.000000000
1267738953.000000000,372400620.000000000
1267739074.000000000,372400566.000000000
1267739202.000000000,372400514.000000000
1267739330.000000000,372400463.000000000
1267739457.000000000,372400413.000000000
1267739585.000000000,372400359.000000000
1267739714.000000000,372400302.000000000
1267739850.000000000,372400251.000000000
1267739972.000000000,372400202.000000000
1267740099.000000000,372400143.000000000
1267740226.000000000,372400089.000000000
1267740349.000000000,372400043.000000000
1267740478.000000000,372399988.000000000
1267740613.000000000,372399929.000000000
1267740753.000000000,372399865.000000000
1267740884.000000000,372399807.000000000
1267741010.000000000,372399751.000000000
1267741142.000000000,372399695.000000000
1267741272.000000000,372399642.000000000
1267741409.000000000,372399592.000000000
1267741549.000000000,372399558.000000000
1267741692.000000000,372399545.000000000
1267741840.000000000,372399553.000000000
1267741986.000000000,372399562.000000000
1267742130.000000000,372399579.000000000
1267742273.000000000,372399604.000000000
1267742414.000000000,372399641.000000000
1267742542.000000000,372399692.000000000
1267742668.000000000,372399756.000000000
1267742781.000000000,372399830.000000000
1267742878.000000000,372399918.000000000
1267742961.000000000,372400019.000000000
1267743035.000000000,372400122.000000000
1267743107.000000000,372400222.000000000
1267743177.000000000,372400322.000000000
1267743250.000000000,372400426.000000000
1267743324.000000000,372400528.000000000
1267743391.000000000,372400630.000000000
1267743461.000000000,372400729.000000000
1267743528.000000000,372400834.000000000
1267743592.000000000,372400936.000000000
1267743660.000000000,372401044.000000000
1267743731.000000000,372401148.000000000
1267743799.000000000,372401251.000000000
1267743867.000000000,372401351.000000000
1267743934.000000000,372401452.000000000
1267744003.000000000,372401551.000000000
1267744070.000000000,372401653.000000000
1267744131.000000000,372401764.000000000
1267744194.000000000,372401862.000000000
1267744257.000000000,372401961.000000000
1267744322.000000000,372402066.000000000
